message_id,item_id,group_id,priority,reason,signals,confidence
MSG_0878,EVENT_008,GROUP_018,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0957,EVENT_008,GROUP_018,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0961,EVENT_008,GROUP_018,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0044,TASK_013,GROUP_019,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0114,TASK_013,GROUP_019,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0145,TASK_013,GROUP_019,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0245,TASK_013,GROUP_019,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0396,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0422,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0577,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0694,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0814,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0898,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0912,TASK_013,GROUP_019,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0938,TASK_013,GROUP_019,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0944,TASK_013,GROUP_019,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0987,TASK_013,GROUP_019,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0046,TASK_015,GROUP_020,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0089,TASK_015,GROUP_020,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0115,TASK_015,GROUP_020,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0144,TASK_015,GROUP_020,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0150,TASK_015,GROUP_020,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0163,TASK_015,GROUP_020,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0251,TASK_015,GROUP_020,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0283,TASK_015,GROUP_020,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0503,TASK_015,GROUP_020,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0757,TASK_015,GROUP_020,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0914,TASK_015,GROUP_020,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0932,TASK_015,GROUP_020,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0939,TASK_015,GROUP_020,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0943,TASK_015,GROUP_020,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0946,TASK_015,GROUP_020,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0950,TASK_015,GROUP_020,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0988,TASK_015,GROUP_020,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0993,TASK_015,GROUP_020,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_1008,TASK_015,GROUP_020,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0049,EVENT_010,GROUP_021,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0077,EVENT_010,GROUP_021,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0138,EVENT_010,GROUP_021,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0338,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0342,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0423,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0606,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0619,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0707,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0759,EVENT_010,GROUP_021,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0959,EVENT_010,GROUP_021,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0965,EVENT_010,GROUP_021,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0051,EVENT_011,GROUP_022,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0127,EVENT_011,GROUP_022,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0405,EVENT_011,GROUP_022,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0465,EVENT_011,GROUP_022,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0511,EVENT_011,GROUP_022,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0592,EVENT_011,GROUP_022,high,"The deadline is today; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_today; response_required; time_sensitive_meeting_category,0.73
MSG_0601,EVENT_011,GROUP_022,high,"The deadline is today; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_today; response_required; time_sensitive_meeting_category,0.73
MSG_0637,EVENT_011,GROUP_022,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0673,EVENT_011,GROUP_022,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0711,EVENT_011,GROUP_022,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0960,EVENT_011,GROUP_022,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0056,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0121,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0193,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0410,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0438,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0495,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0634,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0717,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0811,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0827,TASK_016,GROUP_023,low,No concrete deadline is known.,deadline_unresolved_or_unknown; response_required,0.57
MSG_0062,EVENT_014,GROUP_024,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0067,EVENT_014,GROUP_024,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0168,EVENT_014,GROUP_024,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0244,EVENT_014,GROUP_024,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0330,EVENT_014,GROUP_024,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0449,EVENT_014,GROUP_024,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0628,EVENT_014,GROUP_024,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0745,EVENT_014,GROUP_024,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0747,EVENT_014,GROUP_024,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0895,EVENT_014,GROUP_024,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0962,EVENT_014,GROUP_024,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0964,EVENT_014,GROUP_024,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0066,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0131,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0151,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0216,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0357,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0382,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0427,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0674,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0693,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0792,EVENT_015,GROUP_025,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0963,EVENT_015,GROUP_025,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0088,TASK_023,GROUP_026,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0153,TASK_023,GROUP_026,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0210,TASK_023,GROUP_026,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0221,TASK_023,GROUP_026,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0289,TASK_023,GROUP_026,high,The deadline is today.,deadline_today; response_required,0.67
MSG_0468,TASK_023,GROUP_026,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0574,TASK_023,GROUP_026,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0602,TASK_023,GROUP_026,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0618,TASK_023,GROUP_026,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0826,TASK_023,GROUP_026,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0931,TASK_023,GROUP_026,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0947,TASK_023,GROUP_026,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0979,TASK_023,GROUP_026,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0983,TASK_023,GROUP_026,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0995,TASK_023,GROUP_026,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_1010,TASK_023,GROUP_026,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0097,EVENT_018,GROUP_027,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0123,EVENT_018,GROUP_027,high,"The deadline is today; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_today; response_required; time_sensitive_meeting_category,0.73
MSG_0154,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0156,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0184,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0201,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0590,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0789,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0821,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0823,EVENT_018,GROUP_027,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0966,EVENT_018,GROUP_027,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0970,EVENT_018,GROUP_027,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0100,EVENT_020,GROUP_028,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0169,EVENT_020,GROUP_028,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0177,EVENT_020,GROUP_028,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0218,EVENT_020,GROUP_028,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0268,EVENT_020,GROUP_028,low,The deadline is more than a week out.,deadline_more_than_a_week_out; response_required,0.67
MSG_0424,EVENT_020,GROUP_028,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0643,EVENT_020,GROUP_028,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0645,EVENT_020,GROUP_028,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0664,EVENT_020,GROUP_028,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0668,EVENT_020,GROUP_028,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0967,EVENT_020,GROUP_028,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0102,TASK_026,GROUP_029,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0112,TASK_026,GROUP_029,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0231,TASK_026,GROUP_029,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0307,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0317,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0407,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0512,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0662,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0725,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0780,TASK_026,GROUP_029,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0934,TASK_026,GROUP_029,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0936,TASK_026,GROUP_029,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0985,TASK_026,GROUP_029,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0999,TASK_026,GROUP_029,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_1003,TASK_026,GROUP_029,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_1014,TASK_026,GROUP_029,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0103,EVENT_021,GROUP_030,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0282,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0316,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0359,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0413,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0445,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0579,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0630,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0831,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0837,EVENT_021,GROUP_030,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0968,EVENT_021,GROUP_030,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0113,TASK_030,GROUP_031,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0136,TASK_030,GROUP_031,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0147,TASK_030,GROUP_031,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0203,TASK_030,GROUP_031,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0361,TASK_030,GROUP_031,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0513,TASK_030,GROUP_031,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0561,TASK_030,GROUP_031,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0690,TASK_030,GROUP_031,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0850,TASK_030,GROUP_031,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0851,TASK_030,GROUP_031,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0937,TASK_030,GROUP_031,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0941,TASK_030,GROUP_031,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0945,TASK_030,GROUP_031,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0977,TASK_030,GROUP_031,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0119,TASK_033,GROUP_032,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0219,TASK_033,GROUP_032,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0358,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0473,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0485,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0531,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0722,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0776,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0815,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0870,TASK_033,GROUP_032,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0940,TASK_033,GROUP_032,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0981,TASK_033,GROUP_032,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0133,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0207,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0278,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0350,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0354,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0444,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0502,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0526,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0770,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0801,EVENT_028,GROUP_033,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0152,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0227,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0235,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0240,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0523,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0525,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0696,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0768,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0875,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0888,TASK_041,GROUP_034,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0157,TASK_043,GROUP_035,medium,The deadline is within 2 days.,deadline_within_2_days; response_required,0.67
MSG_0226,TASK_043,GROUP_035,high,The deadline is today.,deadline_today; response_required,0.67
MSG_0360,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0417,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0455,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0483,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0517,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0607,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0612,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0658,TASK_043,GROUP_035,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0948,TASK_043,GROUP_035,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0984,TASK_043,GROUP_035,low,"Item status is ""cancelled"" as of this message — no further action is needed.",status_cancelled,0.9
MSG_0160,TASK_044,GROUP_036,high,The deadline is today.,deadline_today; response_required,0.67
MSG_0208,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
