item_id,type,title,description,deadline,time,person,priority,source_message_id
TASK_149,task,Submit the weekly report,Action requested: submit the weekly report.,2026-09-02,,,high,MSG_0552
TASK_150,task,Renew the library book,Action requested: renew the library book.,2026-09-03,,,high,MSG_0553
TASK_151,task,Upload the assignment,Action requested: upload the assignment.,2026-09-02,,,high,MSG_0554
TASK_152,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-08,,,high,MSG_0556
TASK_153,task,Confirm the interview slot,Action requested: confirm the interview slot.,2026-09-02,,,high,MSG_0557
TASK_154,task,Review the file,"Extracted from: ""review the file before the meeting."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0559
TASK_155,task,Prepare the demo video,Action requested: Prepare the demo video.,2026-09-04,,,high,MSG_0561
EVENT_101,event,Design review,Scheduled event: design review at the training hall.,2026-09-10,9:00,,high,MSG_0565
TASK_156,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-10,,,high,MSG_0566
TASK_157,task,Review the privacy checklist,Action requested: review the privacy checklist.,2026-09-05,,,high,MSG_0569
TASK_158,task,Finish the test cases,Action requested: finish the test cases.,2026-09-03,,,high,MSG_0574
TASK_159,task,Complete the Python exercise,Action requested: complete the Python exercise.,2026-09-10,,,high,MSG_0577
TASK_160,task,Review the privacy checklist,Action requested: review the privacy checklist.,2026-09-09,,,high,MSG_0578
EVENT_102,event,Technical interview,Scheduled event: technical interview at the training hall.,2026-09-10,9:00,,high,MSG_0579
TASK_161,task,Review the file,"Extracted from: ""review the file before the meeting."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0580
EVENT_103,event,Team stand-up,Scheduled event: team stand-up at the library.,2026-09-19,10:00,,medium,MSG_0584
TASK_162,task,Complete the onboarding form,Action requested: Complete the onboarding form.,2026-09-04,,,high,MSG_0585
EVENT_104,event,Client discussion,Scheduled event: client discussion at Zoom.,2026-09-07,10:00,,high,MSG_0588
EVENT_105,event,Placement briefing,Scheduled event: placement briefing at the library.,2026-09-09,16:00,,high,MSG_0590
EVENT_106,event,Doctor appointment,Scheduled event: doctor appointment at the cafeteria.,2026-09-21,12:00,,medium,MSG_0592
EVENT_107,event,College seminar,Scheduled event: college seminar at the main office.,2026-09-05,12:00,,high,MSG_0600
EVENT_108,event,Doctor appointment,Scheduled event: doctor appointment at the cafeteria.,2026-09-21,12:00,,medium,MSG_0601
TASK_163,task,Finish the test cases,Action requested: finish the test cases.,2026-09-05,,,high,MSG_0602
EVENT_109,event,Family dinner,Scheduled event: family dinner at the library.,2026-09-09,12:00,,high,MSG_0603
TASK_164,task,Email the signed document,Action requested: email the signed document.,2026-09-08,,,high,MSG_0605
EVENT_110,event,Product demo,Scheduled event: product demo at Zoom.,2026-09-07,14:00,,high,MSG_0606
TASK_165,task,Verify the dataset labels,Action requested: verify the dataset labels.,2026-09-06,,,high,MSG_0607
TASK_166,task,Verify the dataset labels,Action requested: verify the dataset labels.,2026-09-08,,,high,MSG_0612
TASK_167,task,Pay the electricity bill,Action requested: pay the electricity bill.,2026-09-02,,,high,MSG_0614
TASK_168,task,Back up the project files,Action requested: back up the project files.,2026-09-03,,,high,MSG_0615
EVENT_111,event,Design review,Scheduled event: design review at the main office.,2026-09-15,10:00,,high,MSG_0616
TASK_169,task,Confirm the interview slot,Action requested: confirm the interview slot.,2026-09-04,,,high,MSG_0617
TASK_170,task,Finish the test cases,Action requested: finish the test cases.,2026-09-10,,,high,MSG_0618
EVENT_112,event,Product demo,Scheduled event: product demo at Zoom.,2026-09-07,10:00,,high,MSG_0619
TASK_171,task,Pay the electricity bill,Action requested: pay the electricity bill.,2026-09-08,,,high,MSG_0620
TASK_172,task,Review the privacy checklist,Action requested: review the privacy checklist.,2026-09-07,,,high,MSG_0621
TASK_173,task,Update the project tracker,Action requested: update the project tracker.,2026-09-09,,,high,MSG_0622
EVENT_113,event,Study-group session,Scheduled event: study-group session at Google Meet.,2026-09-13,12:00,,high,MSG_0623
TASK_174,task,Complete the onboarding form,Action requested: Complete the onboarding form.,2026-09-06,,,high,MSG_0624
EVENT_114,event,AI workshop,Scheduled event: AI workshop at Conference Room 2.,2026-09-08,15:00,,high,MSG_0628
EVENT_115,event,Technical interview,Scheduled event: technical interview at the main office.,2026-09-15,14:00,,high,MSG_0630
EVENT_116,event,Team stand-up,Scheduled event: team stand-up at the library.,2026-09-09,12:00,,high,MSG_0631
TASK_175,task,Upload the assignment,Action requested: upload the assignment.,2026-09-06,,,high,MSG_0633
TASK_176,task,Call Maya,"Extracted from: ""Please call Maya when you are free.""",,,Maya,low,MSG_0634
EVENT_117,event,Review (tentative),"Extracted from: ""The review could be Friday afternoon."" — date/time phrase (""Friday afternoon"") is relative/vague and was not resolved to an exact value.",unresolved,unresolved,,low,MSG_0635
EVENT_118,event,Doctor appointment,Scheduled event: doctor appointment at the city clinic.,2026-09-06,13:00,,high,MSG_0637
TASK_177,task,Renew the library book,Action requested: renew the library book.,2026-09-09,,,high,MSG_0638
TASK_178,task,Submit the weekly report,Action requested: submit the weekly report.,2026-09-09,,,high,MSG_0639
TASK_179,task,Upload the assignment,Action requested: upload the assignment.,2026-09-04,,,high,MSG_0640
EVENT_119,event,Sprint planning,Scheduled event: sprint planning at the city clinic.,2026-09-16,15:00,,high,MSG_0643
EVENT_120,event,Sprint planning,Scheduled event: sprint planning at the city clinic.,2026-09-06,13:00,,high,MSG_0645
EVENT_121,event,Family dinner,Scheduled event: family dinner at the college auditorium.,2026-09-14,13:00,,high,MSG_0646
TASK_180,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-09,,,high,MSG_0652
TASK_181,task,Review the privacy checklist,Action requested: review the privacy checklist.,2026-09-08,,,high,MSG_0653
TASK_182,task,Send requested item (unspecified),"Extracted from: ""Could you send it soon?"" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0654
TASK_183,task,Update the project tracker,Action requested: update the project tracker.,2026-09-05,,,high,MSG_0656
TASK_184,task,Back up the project files,Action requested: back up the project files.,2026-09-05,,,high,MSG_0657
TASK_185,task,Verify the dataset labels,Action requested: verify the dataset labels.,2026-09-05,,,high,MSG_0658
TASK_186,task,Back up the project files,Action requested: back up the project files.,2026-09-09,,,high,MSG_0659
EVENT_122,event,Internship orientation,Scheduled event: internship orientation at Google Meet.,2026-09-03,10:00,,high,MSG_0660
TASK_187,task,Send the revised presentation,Action requested: send the revised presentation.,2026-09-03,,,high,MSG_0662
EVENT_123,event,Sprint planning,Scheduled event: sprint planning at the cafeteria.,2026-09-11,14:00,,high,MSG_0664
TASK_188,task,Pay the electricity bill,Action requested: pay the electricity bill.,2026-09-05,,,high,MSG_0667
EVENT_124,event,Sprint planning,Scheduled event: sprint planning at the cafeteria.,2026-09-21,12:00,,medium,MSG_0668
TASK_189,task,Upload the assignment,Action requested: upload the assignment.,2026-09-10,,,high,MSG_0670
EVENT_125,event,Doctor appointment,Scheduled event: doctor appointment at the cafeteria.,2026-09-21,16:00,,medium,MSG_0673
EVENT_126,event,Project review,Scheduled event: project review at Meeting Room A.,2026-09-12,15:00,,high,MSG_0674
EVENT_127,event,Internship orientation,Scheduled event: internship orientation at Conference Room 2.,2026-09-08,15:00,,high,MSG_0683
TASK_190,task,Upload the assignment,Action requested: upload the assignment.,2026-09-06,,,high,MSG_0688
TASK_191,task,Prepare the demo video,Action requested: Prepare the demo video.,2026-09-02,,,high,MSG_0690
EVENT_128,event,Project review,Scheduled event: project review at Meeting Room A.,2026-09-02,13:00,,high,MSG_0693
TASK_192,task,Complete the Python exercise,Action requested: complete the Python exercise.,2026-09-02,,,high,MSG_0694
TASK_193,task,Prepare the report,"Extracted from: ""The report may be needed tomorrow."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0696
EVENT_129,event,Family dinner,Scheduled event: family dinner at the library.,2026-09-09,12:00,,high,MSG_0697
EVENT_130,event,Study-group session,Scheduled event: study-group session at Google Meet.,2026-09-03,10:00,,high,MSG_0706
EVENT_131,event,Product demo,Scheduled event: product demo at Meeting Room A.,2026-09-02,13:00,,high,MSG_0707
TASK_194,task,Update the project tracker,Action requested: update the project tracker.,2026-09-02,,,high,MSG_0708
EVENT_132,event,Doctor appointment,Scheduled event: doctor appointment at the city clinic.,2026-09-06,13:00,,high,MSG_0711
TASK_195,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-07,,,high,MSG_0716
TASK_196,task,Call Maya,"Extracted from: ""Please call Maya when you are free.""",,,Maya,low,MSG_0717
EVENT_133,event,Mentor catch-up,Scheduled event: mentor catch-up at the city clinic.,2026-09-06,13:00,,high,MSG_0719
TASK_197,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-09,,,high,MSG_0720
TASK_198,task,Send the expense receipt,Action requested: Send the expense receipt.,2026-09-02,,,high,MSG_0722
TASK_199,task,Send the revised presentation,Action requested: send the revised presentation.,2026-09-09,,,high,MSG_0725
TASK_200,task,Submit the weekly report,Action requested: submit the weekly report.,2026-09-03,,,high,MSG_0730
TASK_201,task,Update the project tracker,Action requested: update the project tracker.,2026-09-06,,,high,MSG_0736
TASK_202,task,Renew the library book,Action requested: renew the library book.,2026-09-10,,,high,MSG_0740
TASK_203,task,Pay the electricity bill,Action requested: pay the electricity bill.,2026-09-02,,,high,MSG_0743
EVENT_134,event,Team stand-up,Scheduled event: team stand-up at the library.,2026-09-09,16:00,,high,MSG_0744
EVENT_135,event,AI workshop,Scheduled event: AI workshop at Google Meet.,2026-09-03,10:00,,high,MSG_0745
EVENT_136,event,AI workshop,Scheduled event: AI workshop at Conference Room 2.,2026-09-18,13:00,,high,MSG_0747
TASK_204,task,Pay the electricity bill,Action requested: pay the electricity bill.,2026-09-04,,,high,MSG_0754
TASK_205,task,Call the service centre,Action requested: call the service centre.,2026-09-02,,,high,MSG_0757
EVENT_137,event,Product demo,Scheduled event: product demo at Meeting Room A.,2026-09-12,11:00,,high,MSG_0759
TASK_206,task,Upload the assignment,Action requested: upload the assignment.,2026-09-05,,,high,MSG_0761
TASK_207,task,Prepare the report,"Extracted from: ""The report may be needed tomorrow."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0768
EVENT_138,event,Team meeting (unscheduled),"Extracted from: ""Let us meet sometime next week."" — date/time phrase (""next week"") is relative/vague and was not resolved to an exact value.",unresolved,unresolved,,low,MSG_0770
TASK_208,task,Send requested item (unspecified),"Extracted from: ""Could you send it soon?"" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0775
TASK_209,task,Send the expense receipt,Action requested: Send the expense receipt.,2026-09-06,,,high,MSG_0776
TASK_210,task,Reply to the client email,Action requested: reply to the client email.,2026-09-06,,,high,MSG_0779
TASK_211,task,Send the revised presentation,Action requested: send the revised presentation.,2026-09-10,,,high,MSG_0780
TASK_212,task,Review the model results,Action requested: review the model results.,2026-09-09,,,high,MSG_0783
TASK_213,task,Reply to the client email,Action requested: reply to the client email.,2026-09-02,,,high,MSG_0784
TASK_214,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-03,,,high,MSG_0787
EVENT_139,event,Client discussion,Scheduled event: client discussion at Zoom.,2026-09-17,12:00,,high,MSG_0788
EVENT_140,event,Placement briefing,Scheduled event: placement briefing at the library.,2026-09-09,12:00,,high,MSG_0789
EVENT_141,event,Project review,Scheduled event: project review at Meeting Room A.,2026-09-02,9:00,,high,MSG_0792
EVENT_142,event,Study-group session,Scheduled event: study-group session at Conference Room 2.,2026-09-08,11:00,,high,MSG_0793
TASK_215,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-06,,,high,MSG_0795
EVENT_143,event,Family dinner,Scheduled event: family dinner at the college auditorium.,2026-09-04,15:00,,high,MSG_0797
EVENT_144,event,College seminar,Scheduled event: college seminar at the training hall.,2026-09-20,11:00,,high,MSG_0798
TASK_216,task,Email the signed document,Action requested: email the signed document.,2026-09-02,,,high,MSG_0799
EVENT_145,event,Design review,Scheduled event: design review at the main office.,2026-09-05,12:00,,high,MSG_0800
EVENT_146,event,Team meeting (unscheduled),"Extracted from: ""Let us meet sometime next week."" — date/time phrase (""next week"") is relative/vague and was not resolved to an exact value.",unresolved,unresolved,,low,MSG_0801
TASK_217,task,Pay the electricity bill,Action requested: pay the electricity bill.,2026-09-07,,,high,MSG_0809
EVENT_147,event,Design review,Scheduled event: design review at the training hall.,2026-09-10,13:00,,high,MSG_0810
TASK_218,task,Call Maya,"Extracted from: ""Please call Maya when you are free.""",,,Maya,low,MSG_0811
TASK_219,task,Complete the Python exercise,Action requested: complete the Python exercise.,2026-09-05,,,high,MSG_0814
TASK_220,task,Send the expense receipt,Action requested: Send the expense receipt.,2026-09-04,,,high,MSG_0815
TASK_221,task,Review the file,"Extracted from: ""review the file before the meeting."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0816
TASK_222,task,Share the meeting notes,Action requested: Share the meeting notes.,2026-09-02,,,high,MSG_0819
EVENT_148,event,Placement briefing,Scheduled event: placement briefing at the college auditorium.,2026-09-14,9:00,,high,MSG_0821
EVENT_149,event,Team stand-up,Scheduled event: team stand-up at the college auditorium.,2026-09-14,9:00,,high,MSG_0822
EVENT_150,event,Placement briefing,Scheduled event: placement briefing at the library.,2026-09-19,10:00,,high,MSG_0823
TASK_223,task,Submit the weekly report,Action requested: submit the weekly report.,2026-09-07,,,high,MSG_0824
TASK_224,task,Finish the test cases,Action requested: finish the test cases.,2026-09-08,,,high,MSG_0826
TASK_225,task,Call Maya,"Extracted from: ""Please call Maya when you are free.""",,,Maya,low,MSG_0827
TASK_226,task,Email the signed document,Action requested: email the signed document.,2026-09-10,,,high,MSG_0829
EVENT_151,event,Technical interview,Scheduled event: technical interview at the training hall.,2026-09-20,11:00,,high,MSG_0831
EVENT_152,event,Technical interview,Scheduled event: technical interview at the main office.,2026-09-15,14:00,,high,MSG_0837
EVENT_153,event,Review (tentative),"Extracted from: ""The review could be Friday afternoon."" — date/time phrase (""Friday afternoon"") is relative/vague and was not resolved to an exact value.",unresolved,unresolved,,low,MSG_0840
EVENT_154,event,Internship orientation,Scheduled event: internship orientation at Google Meet.,2026-09-13,16:00,,high,MSG_0841
EVENT_155,event,Family dinner,Scheduled event: family dinner at the library.,2026-09-09,16:00,,high,MSG_0845
EVENT_156,event,Internship orientation,Scheduled event: internship orientation at Google Meet.,2026-09-03,10:00,,high,MSG_0847
EVENT_157,event,Design review,Scheduled event: design review at the main office.,2026-09-05,16:00,,high,MSG_0849
TASK_227,task,Prepare the demo video,Action requested: Prepare the demo video.,2026-09-06,,,high,MSG_0850
TASK_228,task,Prepare the demo video,Action requested: Prepare the demo video.,2026-09-07,,,high,MSG_0851
TASK_229,task,Reply to the client email,Action requested: reply to the client email.,2026-09-10,,,high,MSG_0853
TASK_230,task,Send requested item (unspecified),"Extracted from: ""Could you send it soon?"" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0859
EVENT_158,event,College seminar,Scheduled event: college seminar at the training hall.,2026-09-20,11:00,,high,MSG_0860
EVENT_159,event,Mentor catch-up,Scheduled event: mentor catch-up at the cafeteria.,2026-09-11,10:00,,high,MSG_0861
TASK_231,task,Email the signed document,Action requested: email the signed document.,2026-09-06,,,high,MSG_0862
TASK_232,task,Back up the project files,Action requested: back up the project files.,2026-09-02,,,high,MSG_0864
TASK_233,task,Back up the project files,Action requested: back up the project files.,2026-09-08,,,high,MSG_0865
EVENT_160,event,Mentor catch-up,Scheduled event: mentor catch-up at the city clinic.,2026-09-06,9:00,,high,MSG_0866
EVENT_161,event,Client discussion,Scheduled event: client discussion at Zoom.,2026-09-07,14:00,,high,MSG_0868
TASK_234,task,Send the expense receipt,Action requested: Send the expense receipt.,2026-09-07,,,high,MSG_0870
EVENT_162,event,Team stand-up,Scheduled event: team stand-up at the library.,2026-09-19,14:00,,high,MSG_0871
EVENT_163,event,Study-group session,Scheduled event: study-group session at Conference Room 2.,2026-09-08,11:00,,high,MSG_0873
TASK_235,task,Prepare the report,"Extracted from: ""The report may be needed tomorrow."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0875
EVENT_164,event,College seminar,Scheduled event: college seminar at the training hall.,2026-09-20,15:00,,high,MSG_0877
EVENT_165,event,Client discussion,Scheduled event: client discussion at Meeting Room A.,2026-09-02,13:00,,high,MSG_0878
EVENT_166,event,College seminar,Scheduled event: college seminar at the training hall.,2026-09-10,13:00,,high,MSG_0882
TASK_236,task,Review the model results,Action requested: review the model results.,2026-09-02,,,high,MSG_0883
TASK_237,task,Update the project tracker,Action requested: update the project tracker.,2026-09-03,,,high,MSG_0884
EVENT_167,event,Review (tentative),"Extracted from: ""The review could be Friday afternoon."" — date/time phrase (""Friday afternoon"") is relative/vague and was not resolved to an exact value.",unresolved,unresolved,,low,MSG_0886
TASK_238,task,Prepare the report,"Extracted from: ""The report may be needed tomorrow."" — deadline phrase is relative/vague and was not resolved to an exact date.",unresolved,,,low,MSG_0888
TASK_239,task,Review the privacy checklist,Action requested: review the privacy checklist.,2026-09-03,,,high,MSG_0893
EVENT_168,event,Design review,Scheduled event: design review at the training hall.,2026-09-20,11:00,,high,MSG_0894
EVENT_169,event,AI workshop,Scheduled event: AI workshop at Google Meet.,2026-09-13,12:00,,high,MSG_0895
TASK_240,task,Complete the Python exercise,Action requested: complete the Python exercise.,2026-09-06,,,high,MSG_0898
EVENT_170,event,College seminar,Scheduled event: college seminar at the main office.,2026-09-15,10:00,,high,MSG_0900
EVENT_171,event,Prepare the offline inference demo,New event scheduled: Prepare the offline inference demo on 2026-09-30 at 10:00.,2026-09-30,10:00,,high,MSG_1016
TASK_241,task,Compare two embedding models,"New task requested: Compare two embedding models, deadline 2026-10-01.",2026-10-01,,,high,MSG_1017
TASK_242,task,Document privacy-routing decisions,"New task requested: Document privacy-routing decisions, deadline 2026-10-02.",2026-10-02,,,high,MSG_1018
TASK_243,task,Create a latency chart,"New task requested: Create a latency chart, deadline 2026-10-03.",2026-10-03,,,medium,MSG_1019
EVENT_172,event,Review the quantization results,New event scheduled: Review the quantization results on 2026-10-04 at 14:00.,2026-10-04,14:00,,medium,MSG_1020
TASK_244,task,Test the assistant without internet,"New task requested: Test the assistant without internet, deadline 2026-10-05.",2026-10-05,,,medium,MSG_1021
TASK_245,task,Update the architecture diagram,"New task requested: Update the architecture diagram, deadline 2026-10-06.",2026-10-06,,,medium,MSG_1022
TASK_246,task,Measure memory usage,"New task requested: Measure memory usage, deadline 2026-10-07.",2026-10-07,,,medium,MSG_1023
EVENT_173,event,Prepare the L2 presentation,New event scheduled: Prepare the L2 presentation on 2026-10-08 at 12:00.,2026-10-08,12:00,,low,MSG_1024
TASK_247,task,Validate the mandatory queries,"New task requested: Validate the mandatory queries, deadline 2026-10-09.",2026-10-09,,,low,MSG_1025
TASK_248,task,Prepare the offline inference demo,"New task requested: Prepare the offline inference demo, deadline 2026-09-30.",2026-09-30,,,high,MSG_1026
TASK_249,task,Compare two embedding models,"New task requested: Compare two embedding models, deadline 2026-10-01.",2026-10-01,,,high,MSG_1027
EVENT_174,event,Document privacy-routing decisions,New event scheduled: Document privacy-routing decisions on 2026-10-02 at 10:00.,2026-10-02,10:00,,high,MSG_1028
TASK_250,task,Create a latency chart,"New task requested: Create a latency chart, deadline 2026-10-03.",2026-10-03,,,high,MSG_1029
TASK_251,task,Review the quantization results,"New task requested: Review the quantization results, deadline 2026-10-04.",2026-10-04,,,medium,MSG_1030
TASK_252,task,Test the assistant without internet,"New task requested: Test the assistant without internet, deadline 2026-10-05.",2026-10-05,,,medium,MSG_1031
EVENT_175,event,Update the architecture diagram,New event scheduled: Update the architecture diagram on 2026-10-06 at 14:00.,2026-10-06,14:00,,medium,MSG_1032
TASK_253,task,Measure memory usage,"New task requested: Measure memory usage, deadline 2026-10-07.",2026-10-07,,,medium,MSG_1033
TASK_254,task,Prepare the L2 presentation,"New task requested: Prepare the L2 presentation, deadline 2026-10-08.",2026-10-08,,,medium,MSG_1034
TASK_255,task,Validate the mandatory queries,"New task requested: Validate the mandatory queries, deadline 2026-10-09.",2026-10-09,,,low,MSG_1035
