message_id,route,risk,sensitivity_types,recommended_action,reason
MSG_0319,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0320,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0321,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0322,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0323,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0324,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0325,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0326,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0327,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0328,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0329,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0330,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0331,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0332,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0333,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0334,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0335,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0336,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0337,ask_for_confirmation,medium,private_contact_detail,ask_for_confirmation,Contains medium-risk personal information (private_contact_detail); requires human confirmation before storage or further action.
MSG_0338,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0339,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0340,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0341,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0342,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0343,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0344,blocked,high,password,do_not_store,Contains high-risk sensitive information (password); blocked from any further/external processing.
MSG_0345,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0346,blocked,high,password,do_not_store,Contains high-risk sensitive information (password); blocked from any further/external processing.
MSG_0347,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0348,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0349,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0350,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0351,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0352,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0353,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0354,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0355,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0356,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0357,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0358,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0359,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0360,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0361,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0362,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0363,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0364,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0365,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0366,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0367,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0368,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0369,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0370,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0371,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0372,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0373,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0374,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0375,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0376,blocked,high,password,do_not_store,Contains high-risk sensitive information (password); blocked from any further/external processing.
MSG_0377,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0378,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0379,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0380,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0381,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0382,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0383,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0384,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0385,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0386,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0387,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0388,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0389,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0390,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0391,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0392,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0393,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0394,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0395,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0396,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0397,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0398,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0399,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0400,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0401,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0402,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0403,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0404,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0405,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0406,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0407,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0408,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0409,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0410,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0411,ask_for_confirmation,medium,private_contact_detail,ask_for_confirmation,Contains medium-risk personal information (private_contact_detail); requires human confirmation before storage or further action.
MSG_0412,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0413,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0414,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0415,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0416,ask_for_confirmation,medium,health_information,ask_for_confirmation,Contains medium-risk personal information (health_information); requires human confirmation before storage or further action.
MSG_0417,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0418,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0419,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0420,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0421,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0422,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0423,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0424,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0425,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0426,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0427,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0428,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0429,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0430,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0431,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0432,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0433,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0434,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0435,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0436,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0437,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0438,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0439,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0440,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0441,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0442,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0443,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0444,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0445,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0446,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0447,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0448,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0449,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0450,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0451,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0452,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0453,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0454,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0455,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0456,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0457,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0458,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0459,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0460,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0461,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0462,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0463,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0464,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0465,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0466,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0467,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0468,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0469,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0470,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0471,blocked,high,password,do_not_store,Contains high-risk sensitive information (password); blocked from any further/external processing.
MSG_0472,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0473,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0474,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0475,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0476,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0477,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0478,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0479,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0480,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0481,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0482,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0483,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0484,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0485,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0486,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0487,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0488,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0489,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0490,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0491,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0492,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0493,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0494,ask_for_confirmation,medium,health_information,ask_for_confirmation,Contains medium-risk personal information (health_information); requires human confirmation before storage or further action.
MSG_0495,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0496,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0497,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0498,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0499,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0500,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0501,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0502,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0503,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0504,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0505,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0506,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0507,ask_for_confirmation,medium,health_information,ask_for_confirmation,Contains medium-risk personal information (health_information); requires human confirmation before storage or further action.
MSG_0508,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0509,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0510,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0511,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0512,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0513,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0514,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0515,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0516,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0517,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0518,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0519,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0520,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0521,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0522,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0523,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0524,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0525,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0526,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0527,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0528,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0529,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0530,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0531,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0532,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0533,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0534,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0535,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0536,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0537,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0538,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0539,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0540,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0541,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0542,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0543,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0544,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0545,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0546,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0547,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0548,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0549,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0550,ask_for_confirmation,medium,private_contact_detail,ask_for_confirmation,Contains medium-risk personal information (private_contact_detail); requires human confirmation before storage or further action.
MSG_0551,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0552,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0553,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0554,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0555,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0556,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0557,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0558,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0559,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0560,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0561,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0562,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0563,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0564,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0565,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0566,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0567,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0568,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0569,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0570,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0571,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0572,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0573,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0574,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0575,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0576,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0577,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0578,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0579,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0580,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0581,ask_for_confirmation,medium,health_information,ask_for_confirmation,Contains medium-risk personal information (health_information); requires human confirmation before storage or further action.
MSG_0582,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0583,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0584,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0585,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0586,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0587,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0588,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0589,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0590,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0591,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0592,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0593,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0594,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0595,blocked,high,one_time_password,do_not_store,Contains high-risk sensitive information (one_time_password); blocked from any further/external processing.
MSG_0596,blocked,high,one_time_password,do_not_store,Contains high-risk sensitive information (one_time_password); blocked from any further/external processing.
MSG_0597,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0598,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0599,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0600,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0601,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0602,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0603,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0604,blocked,high,one_time_password,do_not_store,Contains high-risk sensitive information (one_time_password); blocked from any further/external processing.
MSG_0605,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0606,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0607,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0608,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0609,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0610,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0611,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0612,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0613,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0614,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0615,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0616,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0617,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0618,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0619,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0620,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0621,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0622,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0623,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0624,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0625,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0626,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0627,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0628,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0629,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0630,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0631,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0632,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0633,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0634,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0635,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
